hh1,hh2,hh6,hh7,zone,ln,mn_age_yrs,mn_attended_sch,mn_mstatus,mma1,mwage,mn_overall_happiness,mn_life_satisfaction,mn_life_satisfaction_last_year,mn_life_satisfaction_expectation,mn_education,windex5,survey,consent,mnweight
86.0,16.0,URBAN,ADAMAWA,North East,3.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,7,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.679655597275792
86.0,16.0,URBAN,ADAMAWA,North East,12.0,33.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,VERY HAPPY,7,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,0.679655597275792
86.0,18.0,URBAN,ADAMAWA,North East,1.0,42.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,6,IMPROVED,BETTER,None,Middle,MICS,YES,0.679655597275792
86.0,20.0,URBAN,ADAMAWA,North East,5.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.679655597275792
86.0,20.0,URBAN,ADAMAWA,North East,9.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,7,IMPROVED,BETTER,Primary,Middle,MICS,YES,0.679655597275792
87.0,1.0,RURAL,ADAMAWA,North East,1.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.392388273069421
87.0,3.0,RURAL,ADAMAWA,North East,2.0,28.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,9,IMPROVED,BETTER,Junior secondary,Poorest,MICS,YES,0.392388273069421
87.0,5.0,RURAL,ADAMAWA,North East,3.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.392388273069421
87.0,5.0,RURAL,ADAMAWA,North East,5.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.392388273069421
87.0,9.0,RURAL,ADAMAWA,North East,5.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.392388273069421
87.0,9.0,RURAL,ADAMAWA,North East,6.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.392388273069421
87.0,9.0,RURAL,ADAMAWA,North East,7.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,10,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.392388273069421
87.0,11.0,RURAL,ADAMAWA,North East,5.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,10,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.392388273069421
87.0,13.0,RURAL,ADAMAWA,North East,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,10,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,0.392388273069421
87.0,13.0,RURAL,ADAMAWA,North East,3.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.392388273069421
87.0,13.0,RURAL,ADAMAWA,North East,5.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.392388273069421
87.0,15.0,,,,3.0,,,,,,,,,,,0.0,MICS,,0.0
87.0,17.0,RURAL,ADAMAWA,North East,1.0,32.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY HAPPY,10,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.392388273069421
87.0,19.0,RURAL,ADAMAWA,North East,3.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,10,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.392388273069421
88.0,1.0,RURAL,ADAMAWA,North East,2.0,25.0,YES,Formerly married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.384213517380475
88.0,3.0,RURAL,ADAMAWA,North East,1.0,34.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.384213517380475
88.0,3.0,RURAL,ADAMAWA,North East,3.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,4,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.384213517380475
88.0,5.0,RURAL,ADAMAWA,North East,3.0,24.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.384213517380475
88.0,5.0,RURAL,ADAMAWA,North East,5.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,10,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.384213517380475
88.0,5.0,RURAL,ADAMAWA,North East,7.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.384213517380475
88.0,7.0,RURAL,ADAMAWA,North East,3.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.384213517380475
88.0,7.0,RURAL,ADAMAWA,North East,4.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,NEITHER HAPPY NOR UNHAPPY,5,IMPROVED,BETTER,Junior secondary,Second,MICS,YES,0.384213517380475
88.0,7.0,RURAL,ADAMAWA,North East,5.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,10,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.384213517380475
88.0,9.0,RURAL,ADAMAWA,North East,1.0,30.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.384213517380475
88.0,9.0,RURAL,ADAMAWA,North East,4.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.384213517380475
88.0,11.0,RURAL,ADAMAWA,North East,3.0,35.0,YES,Never married/in union,"NO, NOT IN UNION",35-39,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.384213517380475
88.0,11.0,RURAL,ADAMAWA,North East,4.0,28.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,7,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.384213517380475
88.0,11.0,RURAL,ADAMAWA,North East,6.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,8,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.384213517380475
88.0,11.0,RURAL,ADAMAWA,North East,9.0,27.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,8,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.384213517380475
88.0,11.0,RURAL,ADAMAWA,North East,10.0,23.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.384213517380475
88.0,13.0,RURAL,ADAMAWA,North East,1.0,49.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,9,IMPROVED,BETTER,None,Poorest,MICS,YES,0.384213517380475
88.0,13.0,RURAL,ADAMAWA,North East,4.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.384213517380475
88.0,15.0,RURAL,ADAMAWA,North East,3.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.384213517380475
88.0,17.0,RURAL,ADAMAWA,North East,1.0,24.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",20-24,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.384213517380475
88.0,19.0,RURAL,ADAMAWA,North East,2.0,28.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.384213517380475
88.0,19.0,RURAL,ADAMAWA,North East,4.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.384213517380475
89.0,2.0,RURAL,ADAMAWA,North East,3.0,19.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,IMPROVED,BETTER,None,Poorest,MICS,YES,0.265020392261943
89.0,4.0,RURAL,ADAMAWA,North East,1.0,32.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY HAPPY,9,IMPROVED,BETTER,None,Poorest,MICS,YES,0.265020392261943
89.0,6.0,RURAL,ADAMAWA,North East,1.0,34.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY HAPPY,8,IMPROVED,BETTER,None,Poorest,MICS,YES,0.265020392261943
89.0,8.0,RURAL,ADAMAWA,North East,1.0,41.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.265020392261943
89.0,8.0,RURAL,ADAMAWA,North East,8.0,25.0,NO,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,9,IMPROVED,BETTER,None,Poorest,MICS,YES,0.265020392261943
89.0,10.0,RURAL,ADAMAWA,North East,1.0,35.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Primary,Poorest,MICS,YES,0.265020392261943
89.0,12.0,RURAL,ADAMAWA,North East,1.0,43.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,7,IMPROVED,BETTER,None,Poorest,MICS,YES,0.265020392261943
89.0,14.0,RURAL,ADAMAWA,North East,1.0,27.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,VERY HAPPY,10,IMPROVED,BETTER,None,Poorest,MICS,YES,0.265020392261943
89.0,16.0,RURAL,ADAMAWA,North East,1.0,40.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,9,IMPROVED,BETTER,None,Poorest,MICS,YES,0.265020392261943
89.0,16.0,RURAL,ADAMAWA,North East,9.0,30.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Primary,Poorest,MICS,YES,0.265020392261943
89.0,18.0,RURAL,ADAMAWA,North East,1.0,42.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,10,IMPROVED,BETTER,None,Poorest,MICS,YES,0.265020392261943
89.0,18.0,RURAL,ADAMAWA,North East,3.0,15.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,7,IMPROVED,BETTER,None,Poorest,MICS,YES,0.265020392261943
89.0,20.0,RURAL,ADAMAWA,North East,1.0,24.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",20-24,VERY HAPPY,9,IMPROVED,BETTER,None,Poorest,MICS,YES,0.265020392261943
90.0,1.0,RURAL,ADAMAWA,North East,1.0,32.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY HAPPY,10,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.424032627619109
90.0,3.0,RURAL,ADAMAWA,North East,1.0,25.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,VERY HAPPY,10,IMPROVED,BETTER,Junior secondary,Poorest,MICS,YES,0.424032627619109
90.0,5.0,RURAL,ADAMAWA,North East,2.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.424032627619109
90.0,5.0,RURAL,ADAMAWA,North East,3.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.424032627619109
90.0,7.0,RURAL,ADAMAWA,North East,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.424032627619109
90.0,9.0,RURAL,ADAMAWA,North East,3.0,19.0,YES,Formerly married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,9,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.424032627619109
90.0,11.0,RURAL,ADAMAWA,North East,1.0,35.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,10,IMPROVED,BETTER,Higher/tertiary,Second,MICS,YES,0.424032627619109
90.0,13.0,RURAL,ADAMAWA,North East,1.0,37.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.424032627619109
90.0,15.0,RURAL,ADAMAWA,North East,1.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.424032627619109
90.0,17.0,RURAL,ADAMAWA,North East,1.0,31.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY HAPPY,10,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.424032627619109
90.0,19.0,RURAL,ADAMAWA,North East,3.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Junior secondary,Poorest,MICS,YES,0.424032627619109
91.0,1.0,RURAL,ADAMAWA,North East,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,7,IMPROVED,BETTER,Primary,Poorest,MICS,YES,0.426075974900797
91.0,1.0,RURAL,ADAMAWA,North East,4.0,16.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,MORE OR LESS THE SAME,MORE OR LESS THE SAME,None,Poorest,MICS,YES,0.426075974900797
91.0,1.0,RURAL,ADAMAWA,North East,11.0,25.0,NO,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,7,MORE OR LESS THE SAME,MORE OR LESS THE SAME,None,Poorest,MICS,YES,0.426075974900797
91.0,3.0,RURAL,ADAMAWA,North East,3.0,25.0,NO,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,7,MORE OR LESS THE SAME,MORE OR LESS THE SAME,None,Poorest,MICS,YES,0.426075974900797
91.0,5.0,RURAL,ADAMAWA,North East,3.0,18.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,None,Poorest,MICS,YES,0.426075974900797
91.0,5.0,RURAL,ADAMAWA,North East,4.0,16.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,6,IMPROVED,BETTER,None,Poorest,MICS,YES,0.426075974900797
91.0,5.0,RURAL,ADAMAWA,North East,8.0,18.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,4,IMPROVED,MORE OR LESS THE SAME,None,Poorest,MICS,YES,0.426075974900797
91.0,7.0,RURAL,ADAMAWA,North East,3.0,24.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.426075974900797
91.0,7.0,RURAL,ADAMAWA,North East,4.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,8,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Poorest,MICS,YES,0.426075974900797
91.0,9.0,RURAL,ADAMAWA,North East,1.0,30.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,7,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Higher/tertiary,Poorest,MICS,YES,0.426075974900797
91.0,9.0,RURAL,ADAMAWA,North East,6.0,38.0,NO,Never married/in union,"NO, NOT IN UNION",35-39,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,None,Poorest,MICS,YES,0.426075974900797
91.0,13.0,RURAL,ADAMAWA,North East,1.0,35.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,8,MORE OR LESS THE SAME,BETTER,Senior secondary,Poorest,MICS,YES,0.426075974900797
91.0,13.0,RURAL,ADAMAWA,North East,10.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,7,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.426075974900797
91.0,13.0,RURAL,ADAMAWA,North East,11.0,20.0,NO,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,MORE OR LESS THE SAME,None,Poorest,MICS,YES,0.426075974900797
91.0,15.0,RURAL,ADAMAWA,North East,1.0,35.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,NEITHER HAPPY NOR UNHAPPY,6,MORE OR LESS THE SAME,MORE OR LESS THE SAME,None,Poorest,MICS,YES,0.426075974900797
91.0,17.0,RURAL,ADAMAWA,North East,1.0,45.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,8,IMPROVED,BETTER,None,Poorest,MICS,YES,0.426075974900797
91.0,19.0,RURAL,ADAMAWA,North East,1.0,45.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,8,MORE OR LESS THE SAME,MORE OR LESS THE SAME,None,Poorest,MICS,YES,0.426075974900797
91.0,19.0,RURAL,ADAMAWA,North East,3.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,6,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Poorest,MICS,YES,0.426075974900797
92.0,1.0,RURAL,ADAMAWA,North East,1.0,44.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,7,IMPROVED,MORE OR LESS THE SAME,Senior secondary,Poorest,MICS,YES,0.35506331241733
92.0,3.0,RURAL,ADAMAWA,North East,1.0,37.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,4,IMPROVED,BETTER,Primary,Second,MICS,YES,0.35506331241733
92.0,5.0,RURAL,ADAMAWA,North East,3.0,23.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Junior secondary,Poorest,MICS,YES,0.35506331241733
92.0,5.0,RURAL,ADAMAWA,North East,4.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Junior secondary,Poorest,MICS,YES,0.35506331241733
92.0,7.0,RURAL,ADAMAWA,North East,1.0,48.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,7,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.35506331241733
92.0,7.0,RURAL,ADAMAWA,North East,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,7,IMPROVED,MORE OR LESS THE SAME,Senior secondary,Poorest,MICS,YES,0.35506331241733
92.0,7.0,RURAL,ADAMAWA,North East,4.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.35506331241733
92.0,9.0,RURAL,ADAMAWA,North East,3.0,30.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Poorest,MICS,YES,0.35506331241733
92.0,9.0,RURAL,ADAMAWA,North East,4.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Poorest,MICS,YES,0.35506331241733
92.0,11.0,RURAL,ADAMAWA,North East,1.0,46.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,IMPROVED,BETTER,None,Poorest,MICS,YES,0.35506331241733
92.0,11.0,RURAL,ADAMAWA,North East,4.0,16.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,6,IMPROVED,BETTER,None,Poorest,MICS,YES,0.35506331241733
92.0,13.0,RURAL,ADAMAWA,North East,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.35506331241733
92.0,15.0,RURAL,ADAMAWA,North East,1.0,28.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,SOMEWHAT HAPPY,8,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.35506331241733
92.0,17.0,RURAL,ADAMAWA,North East,1.0,47.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,7,IMPROVED,MORE OR LESS THE SAME,None,Poorest,MICS,YES,0.35506331241733
92.0,19.0,RURAL,ADAMAWA,North East,1.0,25.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,VERY HAPPY,7,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.35506331241733
93.0,1.0,URBAN,ADAMAWA,North East,1.0,35.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.08090606017176
93.0,3.0,URBAN,ADAMAWA,North East,2.0,30.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,1.08090606017176
93.0,3.0,URBAN,ADAMAWA,North East,3.0,29.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.08090606017176
93.0,5.0,URBAN,ADAMAWA,North East,1.0,35.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,8,IMPROVED,BETTER,None,Middle,MICS,YES,1.08090606017176
93.0,5.0,URBAN,ADAMAWA,North East,6.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.08090606017176
93.0,7.0,URBAN,ADAMAWA,North East,2.0,28.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.08090606017176
93.0,7.0,URBAN,ADAMAWA,North East,4.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.08090606017176
93.0,9.0,URBAN,ADAMAWA,North East,1.0,43.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,5,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.08090606017176
93.0,9.0,URBAN,ADAMAWA,North East,3.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,5,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.08090606017176
93.0,9.0,URBAN,ADAMAWA,North East,9.0,23.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,7,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.08090606017176
93.0,9.0,URBAN,ADAMAWA,North East,14.0,27.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,7,IMPROVED,BETTER,Junior secondary,Middle,MICS,YES,1.08090606017176
93.0,9.0,URBAN,ADAMAWA,North East,15.0,27.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,8,IMPROVED,BETTER,Primary,Middle,MICS,YES,1.08090606017176
93.0,9.0,URBAN,ADAMAWA,North East,16.0,23.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,4,IMPROVED,BETTER,Primary,Middle,MICS,YES,1.08090606017176
93.0,11.0,URBAN,ADAMAWA,North East,1.0,45.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,7,MORE OR LESS THE SAME,MORE OR LESS THE SAME,None,Middle,MICS,YES,1.08090606017176
93.0,11.0,URBAN,ADAMAWA,North East,3.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Middle,MICS,YES,1.08090606017176
93.0,13.0,URBAN,ADAMAWA,North East,1.0,27.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,VERY HAPPY,6,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.08090606017176
93.0,13.0,URBAN,ADAMAWA,North East,7.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.08090606017176
93.0,15.0,URBAN,ADAMAWA,North East,4.0,28.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,9,IMPROVED,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,1.08090606017176
93.0,15.0,URBAN,ADAMAWA,North East,6.0,27.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,8,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Higher/tertiary,Middle,MICS,YES,1.08090606017176
93.0,15.0,URBAN,ADAMAWA,North East,7.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,7,IMPROVED,MORE OR LESS THE SAME,Higher/tertiary,Middle,MICS,YES,1.08090606017176
93.0,19.0,URBAN,ADAMAWA,North East,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Fourth,MICS,YES,1.08090606017176
94.0,3.0,RURAL,ADAMAWA,North East,1.0,22.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",20-24,VERY HAPPY,10,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.539646223807778
94.0,5.0,RURAL,ADAMAWA,North East,3.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.539646223807778
94.0,5.0,RURAL,ADAMAWA,North East,5.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Primary,Second,MICS,YES,0.539646223807778
